parameter1,parameter2,parameter3,parameter4,output
984,255,546,177,1962
332,58,291,94,775
299,90,232,51,672
511,571,429,310,1821
109,420,416,724,1669
725,328,774,553,2380
565,975,311,147,1998
623,398,37,417,1475
864,61,939,518,2382
984,536,178,800,2498
585,727,311,959,2582
267,723,853,561,2404
292,240,881,684,2097
85,849,657,735,2326
215,453,661,213,1542
538,601,783,516,2438
223,514,92,815,1644
267,478,138,603,1486
296,826,21,967,2110
221,940,937,3,2101
598,911,119,504,2132
314,531,940,834,2619
923,365,351,142,1781
149,958,789,653,2549
498,951,703,986,3138
142,991,736,719,2588
800,715,388,988,2891
440,42,269,189,940
470,420,940,164,1994
755,252,392,637,2036
559,440,926,880,2805
923,302,892,231,2348
77,699,42,256,1074
779,157,395,82,1413
533,724,252,694,2203
767,772,905,862,3306
195,328,874,387,1784
857,9,773,536,2175
459,704,948,490,2601
110,752,731,344,1937
433,659,642,318,2052
384,618,175,828,2005
356,401,179,736,1672
725,154,510,486,1875
999,154,98,983,2234
193,631,302,923,2049
603,72,560,341,1576
156,278,989,854,2277
970,217,342,935,2464
342,219,584,700,1845
639,688,392,733,2452
927,67,660,597,2251
597,4,290,651,1542
986,454,780,205,2425
583,710,42,297,1632
144,420,536,984,2084
564,480,469,60,1573
60,690,28,468,1246
873,745,393,336,2347
278,789,499,257,1823
531,328,907,260,2026
852,141,601,203,1797
668,706,697,842,2913
140,368,248,2,758
166,356,264,405,1191
761,279,254,231,1525
348,344,681,996,2369
938,731,36,267,1972
962,689,412,179,2242
982,156,344,571,2053
74,177,393,138,782
583,88,774,438,1883
146,239,492,311,1188
377,776,350,346,1849
915,78,61,865,1919
998,319,20,956,2293
943,978,845,61,2827
268,515,689,248,1720
602,4,910,451,1967
385,963,309,861,2518
30,478,383,193,1084
421,132,642,173,1368
651,815,148,265,1879
140,382,819,690,2031
257,69,78,827,1231
716,805,397,371,2289
45,583,658,901,2187
444,749,191,145,1529
41,366,189,372,968
647,148,603,10,1408
718,509,752,258,2237
825,588,278,839,2530
714,244,646,734,2338
765,497,807,443,2512
218,810,177,337,1542
433,761,874,780,2848
309,862,410,188,1769
479,50,990,256,1775
662,425,634,659,2380
277,264,47,143,731
851,257,945,798,2851
316,880,58,716,1970
473,288,166,944,1871
575,239,19,104,937
528,746,376,1000,2650
108,852,221,698,1879
15,718,896,128,1757
31,581,542,101,1255
28,679,408,507,1622
639,21,933,858,2451
604,690,21,305,1620
355,245,1,576,1177
104,981,551,622,2258
745,665,827,453,2690
417,311,349,238,1315
83,648,98,489,1318
138,661,673,251,1723
817,553,99,568,2037
991,839,112,690,2632
145,832,732,75,1784
370,218,694,927,2209
812,714,387,9,1922
256,203,10,665,1134
220,882,298,815,2215
14,915,144,956,2029
760,739,595,582,2676
432,451,700,993,2576
904,46,120,539,1609
743,694,72,685,2194
761,200,750,844,2555
463,145,148,560,1316
459,386,377,697,1919
339,561,549,546,1995
483,664,942,601,2690
557,151,474,663,1845
106,317,766,421,1610
445,777,857,11,2090
406,760,373,541,2080
905,989,809,123,2826
299,337,704,957,2297
260,738,476,202,1676
5,710,221,372,1308
272,667,429,595,1963
823,752,637,268,2480
760,843,137,73,1813
830,935,920,45,2730
211,9,329,553,1102
685,261,78,515,1539
374,786,987,267,2414
626,908,807,616,2957
671,721,267,75,1734
663,513,695,189,2060
72,58,474,195,799
761,706,287,941,2695
692,294,177,163,1326
444,526,728,925,2623
581,95,327,174,1177
420,591,819,21,1851
260,907,323,532,2022
519,349,374,467,1709
404,85,166,217,872
285,199,787,705,1976
751,637,298,35,1721
242,91,662,239,1234
226,397,945,970,2538
672,722,827,57,2278
946,841,251,168,2206
606,292,761,318,1977
657,336,540,895,2428
763,809,433,638,2643
636,829,461,333,2259
260,558,804,170,1792
171,674,821,184,1850
394,376,889,952,2611
478,412,617,666,2173
885,8,266,48,1207
731,291,807,644,2473
423,748,851,349,2371
336,206,612,492,1646
117,700,530,605,1952
247,558,858,355,2018
946,61,309,221,1537
124,257,457,571,1409
540,361,166,462,1529
717,506,718,459,2400
377,161,642,169,1349
33,461,575,223,1292
962,256,240,382,1840
429,324,217,451,1421
483,794,317,711,2305
48,942,567,648,2205
920,709,318,151,2098
844,828,840,185,2697
308,280,671,945,2204
775,154,493,655,2077
303,93,536,283,1215
228,665,1,54,948
363,243,373,383,1362
44,939,643,667,2293
207,544,572,344,1667
118,435,15,753,1321
310,615,231,201,1357
496,803,865,317,2481
106,255,387,842,1590
177,611,673,992,2453
562,370,659,721,2312
57,290,620,985,1952
798,734,319,313,2164
417,275,56,421,1169
473,906,503,943,2825
561,666,151,380,1758
561,769,123,965,2418
117,47,184,780,1128
182,549,846,459,2036
244,755,223,850,2072
662,758,38,438,1896
738,365,371,486,1960
903,131,382,222,1638
313,57,158,799,1327
300,437,311,290,1338
693,831,87,292,1903
367,893,91,598,1949
325,447,226,969,1967
978,748,275,780,2781
297,406,410,467,1580
499,200,494,783,1976
672,80,735,634,2121
523,26,536,287,1372
277,54,99,753,1183
674,594,156,742,2166
297,6,518,863,1684
596,173,736,143,1648
802,931,59,330,2122
817,836,834,218,2705
632,64,370,312,1378
131,336,760,485,1712
57,668,717,578,2020
761,504,515,296,2076
176,357,203,851,1587
136,51,967,697,1851
666,219,952,868,2705
486,925,259,976,2646
579,638,434,194,1845
269,641,695,380,1985
466,477,715,33,1691
554,184,11,104,853
286,136,932,456,1810
871,965,726,462,3024
527,671,591,559,2348
777,989,97,127,1990
431,932,834,152,2349
217,856,105,508,1686
959,775,645,573,2952
671,902,173,620,2366
975,333,340,337,1985
407,430,91,94,1022
660,901,968,864,3393
34,912,928,380,2254
912,124,970,446,2452
659,654,696,486,2495
873,592,534,502,2501
627,600,268,100,1595
627,499,137,934,2197
854,252,551,658,2315
312,843,216,345,1716
668,703,788,620,2779
236,930,555,501,2222
443,125,402,505,1475
854,933,647,197,2631
57,466,260,148,931
605,370,956,458,2389
62,536,834,242,1674
904,721,132,780,2537
517,889,601,636,2643
520,425,440,667,2052
166,423,686,782,2057
668,177,527,722,2094
952,23,851,974,2800
585,984,440,481,2490
578,665,664,819,2726
505,326,521,262,1614
812,219,240,48,1319
559,941,70,731,2301
559,311,396,777,2043
854,263,506,944,2567
282,468,929,527,2206
115,586,412,749,1862
336,551,3,462,1352
973,415,152,118,1658
146,388,132,388,1054
729,143,131,288,1291
634,228,83,314,1259
779,130,264,698,1871
11,99,327,333,770
134,245,566,186,1131
548,750,190,889,2377
253,624,399,487,1763
14,299,158,620,1091
100,383,954,948,2385
225,178,542,539,1484
313,812,761,782,2668
447,290,971,748,2456
946,573,400,951,2870
831,408,334,838,2411
458,346,394,369,1567
949,959,488,382,2778
148,936,442,392,1918
820,270,458,306,1854
230,947,133,290,1600
14,39,817,680,1550
116,667,430,256,1469
590,962,442,819,2813
357,432,341,812,1942
314,607,827,984,2732
848,297,906,547,2598
408,62,410,167,1047
162,103,35,22,322
651,734,143,199,1727
94,174,57,961,1286
22,43,602,588,1255
291,387,352,562,1592
764,891,713,118,2486
903,88,421,796,2208
575,648,922,130,2275
285,598,673,162,1718
135,748,818,528,2229
314,689,127,747,1877
351,175,297,621,1444
547,613,120,616,1896
810,3,450,272,1535
75,590,273,489,1427
685,425,963,493,2566
688,377,845,931,2841
975,114,444,109,1642
754,844,927,579,3104
164,313,558,747,1782
284,223,431,55,993
18,989,729,359,2095
192,815,55,968,2030
529,188,728,293,1738
63,459,564,56,1142
140,470,59,768,1437
670,943,592,567,2772
143,250,114,593,1100
318,180,0,160,658
918,507,707,383,2515
131,509,415,780,1835
604,377,393,733,2107
220,949,636,137,1942
833,375,848,51,2107
524,497,613,373,2007
443,746,736,320,2245
816,679,30,567,2092
570,845,38,307,1760
22,775,464,352,1613
36,117,515,363,1031
553,486,538,842,2419
976,805,660,940,3381
764,244,813,828,2649
633,722,551,501,2407
876,112,141,649,1778
790,548,37,635,2010
125,125,183,980,1413
175,410,135,493,1213
26,778,947,369,2120
149,457,620,893,2119
829,280,253,152,1514
762,607,668,182,2219
695,882,151,137,1865
942,38,826,182,1988
724,244,809,237,2014
977,209,153,402,1741
539,926,938,134,2537
21,241,949,383,1594
970,324,114,581,1989
622,65,752,490,1929
887,708,578,130,2303
540,13,128,898,1579
192,513,376,949,2030
126,309,306,707,1448
108,161,208,891,1368
182,757,748,648,2335
582,636,758,286,2262
389,930,670,960,2949
370,502,658,979,2509
961,481,883,292,2617
862,634,476,794,2766
133,787,215,1,1136
676,964,850,549,3039
36,464,168,354,1022
219,406,163,807,1595
859,615,248,216,1938
19,717,782,580,2098
891,274,244,518,1927
949,64,683,233,1929
319,670,766,124,1879
798,219,809,459,2285
251,769,48,93,1161
892,673,953,873,3391
642,894,902,192,2630
24,295,236,23,578
846,398,574,794,2612
986,637,902,83,2608
464,445,1,683,1593
612,901,51,704,2268
372,857,929,61,2219
211,158,747,889,2005
186,772,62,937,1957
34,680,495,179,1388
40,688,15,937,1680
646,379,576,271,1872
794,910,572,160,2436
63,701,245,125,1134
663,288,546,230,1727
682,876,649,714,2921
92,107,28,779,1006
772,993,260,456,2481
756,254,706,60,1776
55,2,603,655,1315
65,347,70,859,1341
345,323,733,72,1473
5,374,447,339,1165
266,124,923,645,1958
164,190,32,514,900
70,15,915,703,1703
315,625,371,301,1612
993,710,62,528,2293
463,215,758,870,2306
472,327,515,811,2125
998,942,643,796,3379
146,850,510,682,2188
967,155,14,369,1505
357,97,690,454,1598
584,416,561,340,1901
719,890,857,773,3239
942,473,658,634,2707
721,885,614,148,2368
477,337,464,691,1969
193,988,540,937,2658
140,53,115,25,333
846,937,653,979,3415
219,866,232,863,2180
511,113,204,757,1585
753,26,119,471,1369
787,758,431,987,2963
760,517,323,171,1771
625,781,344,801,2551
215,481,709,420,1825
424,667,464,725,2280
816,919,370,375,2480
53,246,438,748,1485
703,282,980,297,2262
877,679,995,630,3181
747,686,296,290,2019
476,565,880,417,2338
993,871,460,824,3148
697,797,684,178,2356
416,169,702,888,2175
408,311,371,131,1221
151,382,821,658,2012
820,585,134,17,1556
713,148,260,731,1852
700,658,783,421,2562
155,245,415,548,1363
87,372,275,488,1222
765,231,400,790,2186
899,679,56,340,1974
326,149,102,287,864
613,900,547,584,2644
470,728,593,155,1946
830,720,199,637,2386
108,981,70,87,1246
528,174,884,589,2175
652,310,23,558,1543
955,650,174,195,1974
992,773,674,34,2473
417,585,574,696,2272
935,447,700,989,3071
250,459,168,216,1093
663,546,281,115,1605
21,898,459,401,1779
235,839,368,40,1482
892,812,111,184,1999
176,287,704,591,1758
525,828,799,207,2359
652,687,372,158,1869
787,886,311,338,2322
36,974,259,599,1868
169,500,989,490,2148
298,778,185,359,1620
105,990,575,271,1941
779,69,162,110,1120
714,29,57,379,1179
404,467,636,894,2401
6,914,13,903,1836
375,649,293,83,1400
563,66,925,643,2197
596,44,429,846,1915
701,410,55,710,1876
643,165,366,668,1842
795,779,132,632,2338
297,69,749,42,1157
372,607,213,939,2131
609,465,407,185,1666
595,719,54,331,1699
513,187,593,521,1814
23,15,746,64,848
527,503,634,328,1992
518,323,319,988,2148
911,238,190,280,1619
67,853,34,316,1270
459,237,189,479,1364
398,397,754,244,1793
368,732,177,306,1583
770,982,609,528,2889
959,740,378,229,2306
729,627,399,490,2245
931,936,227,753,2847
995,444,439,394,2272
178,706,389,782,2055
983,856,848,751,3438
945,315,22,571,1853
596,892,143,116,1747
656,203,917,233,2009
302,303,662,825,2092
12,748,673,629,2062
666,460,264,276,1666
206,455,498,836,1995
418,720,335,828,2301
467,12,922,273,1674
404,994,484,344,2226
570,217,932,746,2465
265,212,561,35,1073
841,54,327,185,1407
933,256,298,254,1741
105,927,749,170,1951
376,887,704,151,2118
137,790,484,363,1774
761,912,445,836,2954
659,888,589,655,2791
632,629,601,703,2565
756,997,504,303,2560
244,286,930,403,1863
980,875,190,597,2642
896,37,849,944,2726
253,347,224,865,1689
486,768,469,361,2084
156,733,17,908,1814
404,323,857,446,2030
215,672,213,412,1512
968,260,898,765,2891
128,748,759,114,1749
343,752,655,552,2302
270,343,707,136,1456
705,643,952,285,2585
635,969,660,478,2742
836,546,244,929,2555
760,223,659,317,1959
456,711,945,480,2592
497,946,70,553,2066
57,785,46,786,1674
692,764,123,875,2454
235,109,348,996,1688
763,709,552,844,2868
622,402,598,374,1996
163,697,927,808,2595
519,368,749,512,2148
578,289,770,831,2468
849,28,324,255,1456
211,78,250,647,1186
538,424,335,77,1374
375,595,56,338,1364
496,729,949,581,2755
685,673,49,688,2095
607,894,98,557,2156
723,352,799,105,1979
239,663,741,710,2353
418,756,310,860,2344
674,24,772,817,2287
365,860,43,72,1340
160,290,625,545,1620
435,555,179,144,1313
795,660,790,39,2284
687,880,295,966,2828
762,759,201,858,2580
897,673,143,358,2071
137,862,844,42,1885
688,85,909,933,2615
12,871,122,638,1643
222,470,351,775,1818
31,847,393,949,2220
556,117,340,566,1579
534,90,571,731,1926
264,836,628,955,2683
733,679,899,321,2632
993,830,801,949,3573
224,490,187,238,1139
380,612,783,673,2448
111,416,253,578,1358
973,593,171,562,2299
495,315,447,381,1638
670,895,749,150,2464
663,438,637,575,2313
489,615,878,779,2761
386,832,876,99,2193
308,962,568,892,2730
885,891,901,745,3422
868,524,661,862,2915
480,517,808,830,2635
555,108,684,39,1386
316,429,114,689,1548
57,153,163,360,733
690,687,16,917,2310
850,665,514,435,2464
100,558,823,757,2238
896,51,61,848,1856
166,527,60,36,789
170,510,701,880,2261
11,128,595,351,1085
591,261,877,599,2328
677,1,791,700,2169
639,526,269,995,2429
124,937,12,181,1254
876,674,894,412,2856
695,173,994,769,2631
686,566,754,913,2919
521,694,390,604,2209
503,573,62,783,1921
761,663,797,753,2974
817,43,18,635,1513
7,776,780,39,1602
890,130,21,467,1508
672,383,206,858,2119
520,338,22,9,889
113,210,259,661,1243
932,269,979,731,2911
390,872,890,205,2357
917,569,8,199,1693
525,392,933,86,1936
193,353,254,182,982
801,303,58,962,2124
128,354,650,251,1383
517,836,148,559,2060
788,280,739,315,2122
636,530,950,365,2481
495,290,48,7,840
512,748,254,951,2465
329,472,15,143,959
353,547,893,384,2177
810,643,849,231,2533
772,346,967,257,2342
826,114,427,753,2120
731,827,287,640,2485
790,786,16,654,2246
611,685,356,985,2637
942,824,498,332,2596
279,984,963,137,2363
913,967,682,954,3516
609,568,199,767,2143
926,775,792,248,2741
742,230,824,756,2552
248,107,646,240,1241
467,745,32,502,1746
648,357,338,809,2152
396,82,736,190,1404
169,648,312,659,1788
572,897,121,390,1980
297,241,771,475,1784
144,69,884,411,1508
397,272,882,997,2548
888,870,925,997,3680
693,987,828,404,2912
451,770,989,111,2321
725,779,814,727,3045
705,942,835,483,2965
950,566,298,82,1896
130,592,261,957,1940
252,513,228,860,1853
996,988,881,144,3009
106,333,412,414,1265
923,716,824,509,2972
811,158,420,135,1524
372,371,116,689,1548
38,638,768,734,2178
945,594,810,933,3282
425,439,182,139,1185
791,811,834,129,2565
791,676,184,20,1671
946,476,468,98,1988
293,610,351,584,1838
204,171,103,11,489
856,562,700,269,2387
888,136,733,960,2717
738,57,673,127,1595
851,842,390,49,2132
542,187,857,804,2390
390,560,997,386,2333
789,712,609,8,2118
616,660,636,0,1912
181,357,642,945,2125
394,976,427,447,2244
997,763,685,46,2491
470,146,490,469,1575
352,463,588,8,1411
38,332,135,316,821
454,239,719,491,1903
17,365,371,901,1654
293,38,828,316,1475
405,491,547,378,1821
385,653,584,368,1990
999,140,30,427,1596
352,448,546,322,1668
111,569,717,133,1530
278,166,188,513,1145
166,266,815,743,1990
452,619,868,768,2707
589,343,373,543,1848
31,364,990,435,1820
949,84,510,330,1873
573,607,623,285,2088
968,939,531,128,2566
698,360,879,356,2293
172,519,867,406,1964
334,975,96,776,2181
455,94,229,314,1092
617,108,206,42,973
448,524,803,215,1990
325,18,412,913,1668
563,438,257,488,1746
846,403,544,152,1945
816,922,553,308,2599
965,334,485,646,2430
511,841,954,233,2539
52,343,393,512,1300
316,70,490,867,1743
27,814,747,16,1604
527,810,999,466,2802
733,268,35,865,1901
342,583,525,696,2146
322,814,80,590,1806
732,914,851,944,3441
708,409,454,18,1589
170,351,301,261,1083
377,951,686,784,2798
899,185,522,964,2570
603,953,799,893,3248
577,998,416,487,2478
293,13,428,954,1688
216,624,920,904,2664
587,403,563,592,2145
293,11,284,610,1198
419,740,558,918,2635
813,477,499,506,2295
525,877,558,566,2526
70,501,148,115,834
459,534,896,322,2211
92,766,904,791,2553
74,697,322,579,1672
155,620,607,669,2051
909,275,916,306,2406
205,441,603,685,1934
994,974,85,860,2913
848,554,133,598,2133
900,761,140,787,2588
840,263,845,902,2850
274,157,425,272,1128
546,858,656,137,2197
597,884,377,487,2345
215,692,1000,810,2717
282,510,918,830,2540
241,86,940,651,1918
309,13,935,706,1963
559,253,810,972,2594
345,788,681,210,2024
770,536,93,325,1724
26,360,404,854,1644
911,854,496,681,2942
658,21,101,611,1391
881,474,166,220,1741
835,860,403,165,2263
579,684,753,744,2760
377,543,688,212,1820
221,800,751,252,2024
361,934,472,813,2580
935,375,780,983,3073
272,115,276,372,1035
900,11,430,570,1911
46,902,15,462,1425
77,787,312,230,1406
474,227,119,9,829
989,68,255,248,1560
159,322,468,949,1898
375,767,212,244,1598
372,241,120,754,1487
116,205,477,295,1093
272,391,583,139,1385
556,797,365,238,1956
220,933,812,415,2380
972,740,141,294,2147
365,242,968,304,1879
164,646,904,32,1746
316,556,247,947,2066
831,811,296,681,2619
361,93,754,277,1485
333,474,698,71,1576
63,440,861,609,1973
404,649,839,518,2410
198,222,76,441,937
558,876,659,410,2503
964,675,932,310,2881
655,927,601,134,2317
503,943,402,977,2825
175,356,885,7,1423
120,285,522,32,959
282,900,973,282,2437
787,901,993,421,3102
275,114,120,612,1121
210,163,476,277,1126
743,99,977,593,2412
365,583,91,627,1666
166,868,31,366,1431
555,197,944,342,2038
195,144,912,493,1744
752,414,298,828,2292
585,648,650,180,2063
746,298,217,978,2239
887,387,171,695,2140
319,622,174,298,1413
84,853,311,382,1630
278,74,537,984,1873
833,672,799,195,2499
441,869,699,802,2811
884,16,444,483,1827
5,113,614,911,1643
654,183,14,790,1641
460,893,670,587,2610
548,38,90,80,756
876,362,772,879,2889
918,729,794,635,3076
225,737,363,784,2109
977,440,615,321,2353
925,187,782,437,2331
111,271,930,433,1745
378,686,617,782,2463
493,128,182,429,1232
345,726,816,122,2009
644,949,478,240,2311
562,785,333,977,2657
945,969,863,439,3216
492,492,456,0,1440
211,284,146,989,1630
243,605,908,974,2730
754,928,549,728,2959
116,532,680,219,1547
725,737,753,6,2221
993,224,76,681,1974
282,451,877,248,1858
248,518,733,970,2469
626,763,67,978,2434
54,480,18,901,1453
126,852,662,198,1838
258,776,385,640,2059
585,982,746,225,2538
987,882,523,575,2967
374,546,421,612,1953
188,198,889,932,2207
554,85,987,406,2032
867,293,365,415,1940
485,488,401,252,1626
354,110,902,418,1784
463,985,877,59,2384
538,593,493,982,2606
650,60,697,95,1502
567,207,137,975,1886
63,77,585,765,1490
106,143,11,60,320
247,600,696,337,1880
243,899,935,16,2093
916,413,211,231,1771
317,817,119,957,2210
300,498,471,649,1918
19,851,787,556,2213
383,326,647,815,2171
346,790,151,191,1478
231,98,662,215,1206
243,888,62,585,1778
549,144,427,521,1641
420,76,467,22,985
556,350,630,145,1681
207,224,719,680,1830
924,456,864,954,3198
41,355,938,399,1733
381,712,279,818,2190
626,613,984,785,3008
897,279,966,775,2917
536,166,4,263,969
490,613,340,823,2266
896,609,577,783,2865
256,948,848,647,2699
950,913,697,573,3133
416,474,712,113,1715
29,43,428,990,1490
777,768,837,882,3264
287,762,462,924,2435
623,982,434,860,2899
761,605,58,559,1983
204,625,114,391,1334
848,868,703,95,2514
643,215,650,653,2161
120,196,258,266,840
198,956,803,257,2214
181,66,334,84,665
706,244,580,733,2263
581,664,353,130,1728
608,460,618,640,2326
981,739,793,332,2845
134,404,727,546,1811
955,532,459,654,2600
290,775,510,690,2265
620,212,94,75,1001
753,162,237,618,1770
370,886,923,408,2587
480,536,78,444,1538
794,693,31,385,1903
628,653,931,419,2631
118,551,82,685,1436
284,196,819,97,1396
635,980,566,210,2391
903,716,562,526,2707
571,336,337,637,1881
987,878,358,474,2697
771,128,187,440,1526
775,198,118,613,1704
85,930,297,500,1812
417,449,526,966,2358
998,157,339,895,2389
102,715,938,990,2745
699,657,554,120,2030
648,176,593,914,2331
975,463,78,118,1634
664,829,435,868,2796
131,570,859,189,1749
206,238,48,835,1327
339,361,512,211,1423
872,279,808,316,2275
148,593,559,564,1864
610,757,26,553,1946
278,855,170,310,1613
253,320,691,48,1312
393,486,302,404,1585
880,778,271,750,2679
433,499,411,952,2295
444,148,667,847,2106
400,190,201,345,1136
883,833,232,186,2134
708,210,420,355,1693
246,755,967,278,2246
57,90,45,14,206
928,963,1000,499,3390
221,76,487,30,814
63,749,880,319,2011
324,840,215,276,1655
672,343,850,988,2853
735,466,255,629,2085
358,944,378,612,2292
824,474,278,277,1853
521,146,901,357,1925
861,642,828,361,2692
966,858,928,952,3704
935,198,325,12,1470
103,891,306,206,1506
405,542,318,281,1546
846,603,93,682,2224
150,405,687,757,1999
979,745,474,346,2544
345,46,743,733,1867
433,811,471,743,2458
704,308,166,880,2058
385,927,897,109,2318
556,190,392,854,1992
153,238,874,240,1505
465,408,521,468,1862
455,23,651,670,1799
199,522,593,603,1917
444,932,315,635,2326
826,34,202,701,1763
712,498,376,933,2519
220,333,636,897,2086
902,573,275,719,2469
652,90,716,630,2088
851,841,1,150,1843
718,322,435,778,2253
193,252,509,506,1460
160,510,83,439,1192
324,518,209,417,1468
387,24,28,631,1070
896,346,852,964,3058
871,949,714,442,2976
481,28,172,368,1049
751,44,867,603,2265
34,47,961,747,1789
919,847,690,912,3368
851,578,518,258,2205
364,186,254,76,880
386,681,552,951,2570
109,66,497,217,889
519,267,269,576,1631
235,761,314,671,1981
9,317,248,264,838
913,428,393,160,1894
617,327,331,120,1395
895,78,744,189,1906
355,151,742,116,1364
757,402,760,954,2873
691,458,601,554,2304
687,863,694,661,2905
541,635,60,1000,2236
351,655,457,87,1550
362,937,609,304,2212
376,608,402,457,1843
696,48,653,25,1422
443,447,907,941,2738
761,187,971,10,1929
712,407,182,306,1607
394,843,72,949,2258
747,580,943,563,2833
451,221,792,656,2120
235,287,526,500,1548
478,100,59,982,1619
835,159,625,637,2256
667,216,397,930,2210
485,519,940,693,2637
919,876,441,723,2959
606,906,563,561,2636
222,907,239,133,1501
771,785,525,741,2822
81,275,205,689,1250
271,728,63,320,1382
903,786,163,969,2821
722,294,275,553,1844
516,378,254,75,1223
310,487,562,892,2251
365,753,749,707,2574
744,449,448,736,2377
87,929,217,394,1627
170,129,160,667,1126
7,677,985,611,2280
557,100,316,769,1742
46,182,168,636,1032
270,984,28,845,2127
437,453,458,223,1571
573,297,456,616,1942
919,763,291,8,1981
572,886,872,202,2532
309,9,555,349,1222
984,545,651,833,3013
201,827,732,747,2507
56,695,534,706,1991
262,914,611,656,2443
119,490,355,200,1164
841,406,858,89,2194
850,578,152,305,1885
68,708,336,690,1802
23,130,0,838,991
540,829,470,935,2774
952,850,863,926,3591
289,953,244,426,1912
773,238,295,101,1407
40,281,515,272,1108
267,426,324,453,1470
240,970,47,567,1824
753,353,307,670,2083
440,737,945,144,2266
319,666,51,379,1415
944,270,374,947,2535
112,313,297,61,783
382,231,724,540,1877
531,3,330,393,1257
597,374,470,77,1518
951,726,134,806,2617
178,777,596,729,2280
650,317,17,378,1362
625,333,265,941,2164
592,745,413,157,1907
394,875,373,163,1805
65,666,661,26,1418
313,902,269,960,2444
998,296,51,933,2278
653,795,617,311,2376
106,277,338,705,1426
557,662,400,569,2188
306,63,196,505,1070
214,697,725,923,2559
867,921,798,680,3266
923,808,327,843,2901
759,876,324,871,2830
73,207,162,260,702
541,546,174,467,1728
81,433,442,416,1372
381,39,466,286,1172
779,234,552,813,2378
473,994,41,406,1914
76,539,405,628,1648
187,768,712,58,1725
723,87,391,903,2104
827,454,361,820,2462
178,42,446,675,1341
337,969,849,129,2284
381,807,772,742,2702
768,883,663,744,3058
50,60,264,269,643
896,283,210,877,2266
